"d1" "d2" "d3" "d4" "d5" "d6" "d7" "d8" "d9" "d10"
"33" 7 -5.95746004697612 3.66402061131663 1.09538483743667 0.58220893161021 0.0576013644701653 4.14916980661593 2.41257276386023 26 2
"34" 6 -3.08262293723175 26.6325054658999 0.760038145744093 0.507875489562293 0.106156677122636 1.07966844424188 2.34877704223618 29 3
"35" 7 -19.0702117300562 2.53098272932675 0.0270643534792126 0.549055305412621 0.342575063826182 0.00889738671690689 3.697016492486 26 28
"36" 5 -11.6193754194208 0.536625221029578 0.99253959031146 0.369136891872692 0.253919055217991 2.73975084783494 2.45731466123834 25 1
"37" 5 -2.42087955506516 3.76218976956022 1.40572916677685 0.400030218092377 0.43530368178195 8.8291130853483 3.92175531992689 30 13
"38" 2 -0.821836798583983 6.76109988949935 1.01463203043447 0.387024664278838 0.133983409149423 8.7928817128428 3.08551193866879 30 6
"39" 2 -14.6289637805857 3.45242190350888 0.612485139102178 0.582646677739186 0.440543741909111 2.37677817321911 3.06697534630075 38 9
"40" 6 0.991300684861045 5.04225632964526 4.36231765187583 0.597495961837626 0.378885989048496 0.935442645300772 2.5970566724427 24 1
"41" 10 -10.7794661993096 5.60598614870148 2.37878433072274 0.571405704064681 0.109761128914356 14.5885406824354 3.02858790708706 25 16
"42" 2 -5.47436062820797 3.52223993492411 1.61716928061796 0.477563949898434 0.31586431540433 6.67251487490268 3.90364747447893 30 31
"43" 10 -10.4613639278294 7.55453623090879 2.88127209852794 0.440790194292161 0.44439095576148 6.8619187968516 2.75458256993443 28 0
"44" 6 -2.60902175079183 2.18636573629939 5.50073556033264 0.474990970286513 0.271657144651633 3.06237582703443 3.77598040550947 25 13
"45" 8 -2.02940059350702 7.39145373014995 2.96837281825357 0.639343522406268 0.327242637134541 2.58164049607972 2.38566177524626 34 3
"46" 3 -1.23675965769335 9.71094161722946 0.491891127201448 0.513010723942192 0.124501217181664 4.56882488868236 3.28472912404686 29 7
"47" 3 -5.42080436632975 15.5066194803133 4.07288655619561 0.431933044964465 0.224866247941081 2.22784840826135 2.10445322096348 25 0
"48" 6 -14.0749846213284 14.1755251823018 2.67298740474481 0.54159915473999 0.155323504622052 8.46440423284061 3.10205283155665 45 2
"49" 9 7.14123318999738 0.15852672506979 4.61350017799168 0.346733144791157 0.572118838967878 3.02064333289285 2.20660283463076 24 8
"50" 8 1.43778456375848 6.57915213690054 3.87344732585126 0.504700700119447 0.116324026773091 0.0805642539192682 2.78608232969418 27 11
"51" 4 -10.2345383087871 2.55495111038823 1.13460813908981 0.645050158015622 0.212742518200286 5.2856978121233 3.88608214305714 35 4
"52" 8 4.43657060085098 1.25397589705645 8.49656883946176 0.548529866860459 0.160806167285937 2.30448044019805 3.4439616445452 30 2
"53" 7 -1.84562713859681 4.08867011218112 0.923020280150433 0.610445156902831 0.025703397347161 2.6807814130486 3.50678496016189 34 1
"54" 9 8.88592854574648 6.66037363557123 0.688992630186643 0.456104698235249 0.154419232800798 3.02402965253491 2.11517200013623 29 24
"55" 5 1.93633830126493 0.50042758726516 2.33468999375674 0.45628078118553 0.401462282523598 0.143688837492386 3.31756660621613 30 7
"56" 3 -9.31644711310025 1.45943921892906 2.21308215911701 0.373894634332464 0.252387074248755 2.16751167694023 2.75100768590346 28 2
"57" 4 3.24956955288517 3.31330204193153 1.06656537247174 0.397716524551709 0.409708291252537 4.91994235465697 2.39433709159493 29 0
"58" 2 -6.16608521446019 4.87648348105356 4.8242325737009 0.545765045869622 0.172118898427516 1.93410724927227 3.18639375269413 27 0
"59" 2 0.0154782096002828 10.2410709738666 2.76863346662404 0.534080181290205 0.427182370591076 2.12119353479726 3.19366541365162 26 3
"60" 4 -1.74860547403365 1.06225275343677 2.5012308060802 0.445035398176133 0.387900230101049 1.67528521484411 2.57188880257308 22 10
"61" 7 -6.00721572763556 2.36625521409532 0.178839962968445 0.44057971341345 0.2469002626311 5.04089999716004 3.77954081026837 26 3
"62" 8 -13.3654984645674 5.51913922046863 2.55978698538062 0.379469979763435 0.352871880575408 4.4214100990155 2.46780352760106 26 8
"63" 6 -4.38897038136002 12.1833039781172 10.3406580374435 0.520900201634756 0.0508043053453857 1.26373837081342 2.16015167627484 30 0
"64" 3 -0.0507631133488338 8.81850665956261 5.5912908807621 0.543139397334664 0.0506504367429608 5.44290273444827 3.95798330800608 18 5
"65" 2 1.61103484332732 13.8511738698683 9.17946475889151 0.683915761650243 0.245742180694236 3.64427052093534 2.11025578854606 33 14
"66" 7 -4.08317216678143 7.93057688850528 17.0140456540687 0.412942837440542 0.335030316349591 0.296291558706036 2.66974172368646 42 5
"67" 4 -4.32484753115312 0.905155544673921 2.46106272649642 0.619677946022363 0.087259677962998 0.826120952599835 2.51886613061652 25 5
"68" 5 -3.09912294229456 3.0509394430565 3.95983974006817 0.495005551017407 0.330568146936129 0.314044457166366 2.98369175801054 25 2
"69" 4 -0.751358146164374 8.10404982565694 9.022715956633 0.46268154624016 0.0624834994922388 5.473859691954 2.85003591002896 42 17
"70" 7 -5.18063112252716 2.58751273443561 3.08070588278339 0.695399517598421 0.196602174154304 0.540291813131203 2.18564718356356 28 1
"71" 6 -12.0998219161042 0.250930450759719 4.3410867158075 0.448229717557218 0.0703369309393399 0.0261466620026405 3.52535138698295 19 25
"72" 2 -9.15815973709185 2.14166243862239 9.22561096476712 0.518720167106298 0.0561566016293624 0.288201972403658 3.13999459892511 24 4
"73" 4 -7.88037302147345 9.71343658643402 14.5977714594853 0.466372458104866 0.291352447710875 2.97243440827018 2.99049289664254 33 11
"74" 7 3.6450037766067 0.831092238902332 0.0160652802814377 0.549418325363788 0.233189830766501 20.7925276358754 2.29419274954125 30 20
"75" 3 -4.82714957431407 4.37364593006755 14.1309865730893 0.574291778881304 0.439718895599652 3.35004231716124 2.31441492820159 22 2
"76" 6 -6.12326866672768 2.08996285016863 2.59202268748237 0.508992051803021 0.254413700708716 0.168962221977701 2.51502275466919 25 40
"77" 5 -3.02762167181418 1.20899991036368 2.80742338728694 0.376975449245931 0.0407877011145064 0.00790379404140155 3.31983172660694 35 35
"78" 6 5.83373449003629 1.13702579582863 0.302330796689378 0.415120979617755 0.0658991733489989 0.842333286764005 3.30826895963401 24 4
"79" 4 -4.66960392458441 4.9673644086253 0.299252551219177 0.374267665904192 0.0568803364675944 5.37762438101327 2.25806287117302 26 0
"80" 2 -9.00866905374019 1.41145243936165 5.16632289823766 0.39688562097465 0.110359001690501 0.0156803282317574 2.48256624257192 23 6
"81" 7 -2.78169392684386 3.40578028755927 0.869562062241343 0.611228273138009 0.13468521444615 0.0128345304707238 2.72923443326727 25 9
"82" 5 -9.41111488753588 6.73683891126201 4.18477826827446 0.40760837838629 0.0697580606395711 0.81501923800897 3.45574412355199 23 10
"83" 6 -7.35681172455513 16.9432691590686 1.63324000511436 0.469308602404365 0.317922041265425 1.76502457869935 2.72461656248197 33 1
"84" 3 -2.68926221748032 10.2647516600423 5.47194798309177 0.587717642679135 0.110873178479656 0.388655263560187 3.35905875451863 37 7
"85" 8 -0.553101611116723 14.9966546728758 3.56052404699689 0.432607162982924 0.303816788490552 0.777184959408912 2.619813375175 30 3
"86" 3 -5.30525543372148 7.59058483820872 1.27103843460111 0.561719922378729 0.0570595903499598 1.30235497735184 2.95127196796238 31 1
"87" 4 -12.8080726492563 3.79441491745414 18.4989608143328 0.373958993148978 0.110699504503078 2.35535838645343 3.63082418544218 32 3
"88" 6 -0.915542373849989 23.2916462652894 0.836033401980015 0.359619074812815 0.136704008026791 6.9135399253991 2.93583906488493 35 11
"89" 7 4.83988051183307 7.79845483618713 3.38988639681853 0.565678676235915 0.214454786034997 0.15718193042268 2.71175829926506 44 21
"90" 6 1.0069992787154 3.80565987725831 13.9031271165956 0.501006126418436 0.29673494039785 3.76285831093579 2.03703911742195 26 3
"91" 3 -5.15115778008195 9.37916260015303 2.77428049747326 0.584774249088335 0.278456421009593 3.74942265790662 2.8649029978551 26 17
"92" 5 -7.75346976201959 0.428957941046508 7.10077820962739 0.550665296287681 0.112223756716206 3.79262750866413 2.09975085873157 26 0
"93" 10 -7.73131055671112 7.19606792403958 1.76434200063814 0.501908457118739 0.273492433404972 3.98764010907369 3.90138403419405 39 5
"94" 5 1.19574815361584 2.6999860684788 0.473821294475367 0.619631373225157 0.403343572787207 7.09780472113385 3.12606500601396 28 9
"95" 7 -3.34304714153897 12.2410444582377 1.55281725857797 0.710710961207865 0.264760521782665 9.16171540249154 2.66185473883525 29 2
"96" 4 5.13977793043347 2.99402654415952 0.338775372697603 0.539467566879656 0.295435284211127 0.189544986012527 2.35749354492873 29 13
"97" 5 -4.18615091654428 22.1947487552628 3.18792089174153 0.276747013217888 0.0421419833928584 5.81161763021647 2.37678894633427 22 17
"98" 2 -2.89443948897138 2.91353652093793 13.8746561605687 0.682520799872648 0.0794102122279017 0.660188976883535 2.24005169188604 26 9
"99" 2 -10.3756897790872 15.736205680922 18.6101377665796 0.540806302300358 0.238476137842761 3.33216385216423 3.33013000246137 37 6
"100" 4 -0.886260940554742 1.29511540607914 0.356494923594813 0.568918931654775 0.194997886433104 9.53814282764459 2.58205418940634 23 2
"101" 5 4.26403193037161 4.00390742318307 9.40230127506354 0.526013515216992 0.257339739153852 1.63530165989589 2.21076666563749 23 1
"102" 4 -3.12983973044488 11.5287824382076 5.55926630586236 0.39506682453764 0.154085479983325 1.66899502525957 2.6251345584169 29 9
"103" 9 -3.22737087984776 0.495276063864991 14.8256385893433 0.651501141139002 0.101134602085292 7.63957774150869 2.48788123298436 36 2
"104" 4 -8.30994364883373 14.0188579385738 16.0875153864748 0.648961881796519 0.263762464900485 0.326331060824426 3.93138492107391 32 3
"105" 6 -6.71686456544395 0.211101269823806 10.7934737602385 0.574459507529906 0.126063709193063 7.43649088856623 3.79135049320757 28 15
"106" 7 -11.8693280730833 2.04630530571126 1.62974069884779 0.376672032821967 0.0478481005225136 4.16760409726086 3.06715950416401 42 3
"107" 5 -0.573575488366347 0.856511646926452 2.78133330673654 0.32941216481455 0.260755927996913 0.424177997564588 3.08197653433308 29 2
"108" 4 6.93519172426936 0.361076681951262 2.21819422700119 0.609618707158573 0.574245966479066 0.021536804835481 2.87097359728068 33 3
"109" 3 -10.3556980350265 0.837051578796922 4.86422869173547 0.498183942399089 0.176798565085058 1.69289349136794 2.68564300052822 24 1
"110" 8 -1.18372938129523 3.21166905018236 1.96481231026236 0.378462544198579 0.103230506719818 1.84583310386027 2.83910814393312 37 35
"111" 4 -5.29228739497954 0.919683354886675 11.1339579839435 0.449610052201763 0.364789420397239 0.111099910643994 2.70322696538642 27 14
"112" 5 -0.188679137111142 7.01533745691051 3.04654200298733 0.509116596604569 0.504656283998258 0.102167683761026 2.65318720601499 34 24
"113" 7 -4.2388583572328 1.35668822987755 3.0676198824985 0.61341024160006 0.367423821944543 3.67302833847562 2.33793669380248 23 5
"114" 2 -6.63026022491809 1.67187956489442 1.68504753793609 0.616503750247026 0.44119599469935 1.82255092178125 3.69896073266864 37 0
"115" 9 -6.61361291635422 6.20985521021613 4.48974460211998 0.497125062275471 0.282136818640001 2.78401205074504 2.76198906125501 28 0
"116" 4 -2.9060253216903 2.44187778349913 1.8112417335632 0.383471898335877 0.136580256081516 3.66183447278099 3.8648590776138 20 17
"117" 1 -3.65663406143457 6.28416607809359 2.27352876818831 0.575876485133187 0.0351219980814859 18.8324773375019 3.23101122351363 27 10
"118" 5 -13.9125370959638 1.42803143514053 9.50439101679886 0.381254205552087 0.0480170062962606 16.0369375996519 2.47350496472791 24 5
"119" 5 -14.619298635465 0.732406223155267 0.76062214057596 0.445142892567506 0.0212242525871745 3.17174282844166 2.38774443604052 44 31
"120" 7 -7.67243377355997 25.9604587320718 3.77341725528743 0.529792437253773 0.110040739788629 14.7475774467902 3.12530249822885 31 14
"121" 5 -5.49526569586087 8.5376975363873 2.16740198555931 0.538884591275075 0.0702372943536107 7.0332520874715 3.53136621741578 38 12
"122" 5 -8.21215117054081 1.60507845686683 5.35972453878576 0.532871154855296 0.164333170823305 0.0716014037410275 3.5389050594531 29 3
"123" 6 -8.88913784523789 3.84817411279736 0.543475523173852 0.541985403556251 0.0748804704673497 7.94166970974536 3.32211354700848 26 2
"124" 4 -0.91287066694768 5.4271875828376 5.33188134269302 0.358777834142483 0.0733960134295983 21.4892802401146 2.04181362036616 29 5
"125" 9 -0.164329974383886 1.47346524318428 10.3542320063881 0.52298719851483 0.37693974748335 0.771744401422522 2.38200654275715 24 11
"126" 4 -6.33967508756539 2.53100679178855 3.13962057019288 0.369543649822927 0.0654102246244967 13.63963094476 3.25923699187115 29 3
"127" 5 -6.27508255845229 4.76679127650938 0.250662972320665 0.422860624275657 0.207172909611543 2.40894660756766 3.71643020585179 32 9
"128" 8 -9.41243253206649 6.90733162263412 5.35170465623689 0.493012338308163 0.378655589428959 2.12020338833838 2.75736254360527 36 8
"129" 2 0.41272177619611 0.874093037638663 7.89657409085672 0.448699010205972 0.166940181134228 0.0447790941500907 2.96291832067072 27 5
"130" 6 -9.18497468609892 4.26408645915392 1.28926366464303 0.430487765717301 0.513393734873943 4.87146719254383 3.23731789179146 26 17
"131" 4 -0.117002214358315 5.19184964636469 1.47204467082299 0.565757112814699 0.0766255191132209 3.24099734257021 2.13972790353 26 13
"132" 4 -10.3581071319124 0.819028001357132 4.20327947206098 0.601251016915899 0.417909753875934 0.463160323047093 3.70522867701948 28 24
"133" 3 -9.58184920278114 2.57922468672704 0.449456745385664 0.755916610408327 0.138913396583186 4.34513391675339 3.63610842544585 21 3
"134" 6 -5.84517349899746 3.75025892050091 0.288080519769077 0.527038780063157 0.102517239914949 0.880957080354249 3.36491308361292 35 2
"135" 6 -6.67483933514481 2.41573395556164 15.5814046294626 0.463429453051041 0.246630506488529 2.83741202674395 3.85619604261592 39 0
"136" 5 1.66502082935497 9.47373691584865 1.30765668121534 0.322030913411491 0.127914889685903 2.56879051749162 3.10060270549729 27 16
"137" 6 -1.59273984761899 11.4336824023587 8.03550260738954 0.456739501266241 0.251714941998965 3.54562192865378 2.60215028421953 32 17
"138" 2 -6.65646236287248 38.0713804504444 4.52660911402184 0.485083448487419 0.214846393945878 10.6277790501169 2.90280987462029 30 2
"139" 6 0.193169108336271 8.9624433921272 6.12833315909239 0.417183569014647 0.172581002788637 6.32966967975543 3.7995700952597 26 11
"140" 4 -1.02301082016726 11.4984737590287 1.66171055134971 0.494327792607702 0.261548122989109 5.34102113222854 3.27277957974002 34 10
"141" 6 -6.01836912432126 1.35748422131566 9.19576556559531 0.449747118106287 0.270158470501833 1.34420971741618 2.69723723642528 27 6
"142" 8 -0.960937185074455 4.19385003095887 6.49137524598915 0.560877314550629 0.164078963735781 3.9861719259374 2.21696381596848 28 31
"143" 6 3.03255717257699 15.9473489745748 1.89142029635773 0.352273531350854 0.119349935723268 1.39070171668942 2.19528343668208 30 27
"144" 3 1.11186201376984 2.95581435573999 2.53862312815889 0.558247998334599 0.414308978137173 0.441043172352557 3.09986857697368 38 1
"145" 5 -12.6977066217922 6.33661282847799 2.22511457037944 0.433814540878432 0.297450866758404 1.20004019890817 2.30752602685243 43 21
"146" 4 -5.77042608086495 0.573062388019408 0.916045830224098 0.460211205592917 0.17162227585897 2.8540147580779 3.91445538774133 35 15
"147" 7 -3.89521146705356 20.5000845949967 0.968510109004493 0.510040679076242 0.104069784884017 0.262151080254546 2.28829808440059 29 0
"148" 6 -6.65030588282033 9.93514968737091 1.20293786570213 0.492297200543446 0.0906397398636843 7.15832864992471 3.00393798202276 44 25
"149" 8 1.70232991217707 0.594247681476254 0.156333901755726 0.422461594271751 0.153191828970624 1.02625922976664 3.98722387431189 28 6
"150" 6 3.46147151088011 2.60509348809 3.72974403986708 0.594975431685641 0.28152384792012 0.669268064211038 2.2965175206773 31 1
"151" 4 3.47424386533536 1.69846661370081 3.56096909847981 0.499112699812897 0.0947790623439382 0.768181708177519 2.41307804035023 35 0
"152" 5 -6.17158294572791 27.0364308214199 3.78166468892233 0.320452916917105 0.25136384348645 1.10027257831104 2.469291316811 33 14
"153" 4 -11.5476098581086 11.3445256678418 2.89803904256938 0.601893084814559 0.380733698551908 2.91406751867003 3.59773579798639 31 1
"154" 6 -5.08446512983362 4.18149293919518 1.47490206571795 0.533111878471919 0.079943025525785 0.367231865047036 2.79950992902741 28 10
"155" 8 -14.4838145241271 2.60480492249623 15.9692750218757 0.606299913926706 0.0841267396308663 0.0718378574055008 2.9144945750013 32 16
"156" 9 -3.89580364042529 0.302476786800517 2.83209597657436 0.585559990349425 0.0688052497691418 8.64155309234042 2.7755716345273 19 0
"157" 6 -7.15360227992216 1.02550088537108 3.01578380607016 0.581578578127239 0.18871710699037 13.4381851850562 3.22433698689565 30 2
"158" 6 -12.1856204383817 7.4160785356675 3.95901058196416 0.467057161021799 0.0607710597610226 6.2963387007375 2.63247589441016 31 1
"159" 3 0.946525430812482 22.3711788896038 1.4609501441338 0.358401727227427 0.253236220853331 5.07049422628689 2.18818534351885 29 7
"160" 9 -4.79765177166522 1.30215292820715 11.2372986056403 0.521967498981392 0.145147218910966 0.245679513379285 2.47727094776928 28 25
"161" 4 -5.37679070889856 9.43281443914451 3.03938732249106 0.50267286082778 0.197806388794282 1.14913289535063 3.45412222621962 28 0
"162" 4 -3.10511630187498 14.9576191298385 21.7025633215456 0.430082442035679 0.389578724959383 1.82662084309453 2.57234100066125 33 1
"163" 3 -3.37189792375214 2.54628992983888 1.12007962806937 0.528232101533538 0.111034691565636 0.906181271229818 2.40202902862802 23 12
"164" 8 2.55867025574831 1.05840212105675 1.62582498941021 0.487207198136906 0.017075850826932 10.0603147698285 2.27577499719337 33 7
"165" 4 1.88756212277163 13.9691779736873 8.50382553468001 0.259217315649202 0.258791453778856 2.6689093766 2.42768138833344 30 7
"166" 7 -0.796704621184579 2.34430842258861 5.61651907922297 0.424517429529592 0.252218860888952 2.58709619478343 3.22895998507738 30 4
"167" 5 -7.84037028130088 7.54423917935173 1.95186144997762 0.632253099566982 0.274780779879669 0.512810577685431 3.86388701293617 28 8
"168" 7 -10.9634798164088 4.37946595494858 8.43055783268261 0.456775630129725 0.0654969683444692 0.302184590075765 3.23891073931009 34 9
"169" 4 -10.3734303879591 4.48153577662138 0.0710054094818988 0.436187859140045 0.0944324122456886 0.0761791315725143 2.72771813627332 33 10
"170" 7 -0.863290398225171 9.01427449647451 3.21022080097936 0.34761282207509 0.154318378803005 2.65612538636228 3.55040413048118 29 18
"171" 9 -2.82305586948114 8.06121220383336 1.00523022843893 0.305831473426034 0.135769350874111 0.141236969074777 2.24737774394453 21 17
"172" 7 -2.70172945669148 17.7160184216875 1.33701927783315 0.574023199420124 0.269442363575559 6.72267618492155 2.24174325354397 31 1
"173" 9 2.36563272398788 1.53093395895857 4.38779036836025 0.504403112262335 0.0300936178062054 3.06771757929641 3.04657368594781 31 1
"174" 2 -1.72193751089575 2.55667335497523 6.76064238391709 0.457849953973368 0.154794785286467 0.788121844107683 2.43175563262776 32 37
"175" 2 -11.2950282429371 7.0511585519758 2.02845447232432 0.627820061210724 0.159320154697565 0.0136395644101636 3.92264315206558 27 30
"176" 7 -4.73965190297075 7.12914708898679 6.11967267759176 0.584448615854759 0.409198595089286 20.6734678486297 3.82762500317767 30 13
"177" 7 -5.24808905956848 15.9513540678058 1.34402610651504 0.601284155139591 0.231311136378455 3.58842919186915 3.86975932354107 28 1
"178" 2 -7.36402114744909 5.84818498830486 4.75091505107442 0.487395454217694 0.155198570426927 13.7234206107265 3.52055533137172 21 7
"179" 4 -4.94220485622521 11.3602133213318 8.58371108041036 0.472062192154049 0.137892821149073 5.7221272397111 2.57194110704586 30 13
"180" 4 -5.65115764602389 21.7415698367095 6.99891111782798 0.526446853355534 0.215416103046184 0.667593814114861 2.94893504818901 26 2
"181" 5 -0.37854109967867 20.5506304722292 6.91976042888073 0.551539256540119 0.0642457373683558 5.57683895475674 3.73650054680184 35 31
"182" 6 -9.34100729190281 8.97688022685291 1.35886869390991 0.634879419957326 0.226855280524612 5.48694091186818 3.21433817688376 32 8
"183" 6 -10.5473410928588 3.29609662400238 3.20490132299216 0.397310451733886 0.269206223873739 0.60638647300657 3.51819124538451 27 3
"184" 4 -6.3562564167379 9.52403065191745 3.34331025642127 0.626285863418992 0.0598489076348448 1.86695885539217 2.11155810719356 32 0
"185" 4 -0.583593513839421 2.57752328908631 18.677809404612 0.598273747490985 0.110470835685409 0.397400528609399 2.99356318777427 29 6
"186" 8 -0.999191775922849 0.767321572554909 1.5578517160719 0.714777008280162 0.222416324672064 0.0561321351270356 3.11562084499747 32 1
"187" 4 -0.430474119696374 2.49065484283257 2.47755329991051 0.660859154358493 0.292064510351515 4.26458239082324 3.06001254217699 23 6
"188" 5 -10.8293313559609 17.4369664870897 21.7493347746083 0.403984900901991 0.46757600037163 3.89079187273437 2.0234148115851 30 21
"189" 5 -5.6370280574485 3.98055485335957 0.549617941437429 0.60500092129987 0.0385901771868908 5.4320142206719 3.05090296687558 29 30
"190" 4 -3.01389697821294 6.21186128140749 1.05262060583209 0.349554060930526 0.0838347423147393 6.10059642814309 3.2776953028515 30 1
"191" 4 -1.07658645165486 1.16905440417354 1.56573567575286 0.577086864498997 0.127317212493214 7.88910751735833 3.80859986785799 29 26
"192" 3 -2.75728291152129 4.40267899080533 4.42210692981934 0.593512409048395 0.245593916211621 4.20424933955338 3.8553093210794 28 17
"193" 9 -0.7722683148787 0.164309448807382 0.266356896929525 0.390130539541896 0.346915647955834 1.33527513559122 3.66509865084663 31 0
"194" 3 2.86214116485623 0.783490665054003 0.815530383654167 0.608802627254571 0.066956201787896 0.719536599780296 3.17490056157112 24 2
"195" 6 -5.20436637229495 0.91194414843071 7.47844907962188 0.599552480873306 0.45347594682907 1.92547776886146 3.20613020891324 32 7
"196" 4 -5.93723631931234 2.76101482471908 3.88135076803653 0.32781489208914 0.336145283983592 12.2208379690582 3.70046911016107 33 24
"197" 2 3.76774949281892 17.4845996143791 1.6121490659335 0.627630353680449 0.122149447214589 0.166441232448423 3.2584237572737 32 2
"198" 5 2.34717993294726 2.37670880857308 1.9226733444225 0.366798511212317 0.0302780673518769 7.38709330000724 2.43542903894559 25 3
"199" 3 -5.39008151909254 1.41761280748524 1.88580064141498 0.557550918929146 0.15109321925896 0.151386340354468 3.5091019552201 37 6
"200" 3 -3.05892569858616 5.8062546201477 2.64076014506956 0.369964483000701 0.0686406204980539 2.87700970513303 3.51101254858077 25 4
"201" 5 -6.83787181163521 4.90918193734385 0.113158517673098 0.489413303848464 0.269893502617317 9.37881252062824 2.66578129120171 36 0
"202" 9 -4.53567183561002 0.122317715832509 25.8126501128162 0.357732658610324 0.392070952958533 1.6015935435168 3.1502009970136 23 5
"203" 4 -0.0142825012242151 4.32920585729098 5.55204214306926 0.543950273858661 0.23377270006291 1.22712103798547 3.29756078030914 28 21
"204" 6 -11.2082380124052 9.32998076036849 0.0624452824144197 0.297116251770887 0.221553122058468 0.0293011356830188 2.4319696770981 25 4
"205" 8 -8.89798165061971 5.85795804325663 10.3300535377217 0.461050110176313 0.0580390456641368 3.02077439750588 2.22462013131008 25 11
"206" 5 -2.55017069175422 1.09967811213393 7.42976148732331 0.557448488469245 0.464432330653715 0.0942051565775316 3.67345175193623 35 23
"207" 8 -9.90672107524753 1.74515618402675 9.21569222689448 0.419301339371418 0.205537937095352 1.45292191706116 3.47503844508901 39 27
